eid,labels
732572,1;1;6
78271,6;4;4
176576,1;2;1
78274,4;3;4
176579,1;2;1
176580,1;2;1
1187233,1;1;1
78280,4;4;2
78281,1;1;2
176587,1;1;3
176588,1;1;2
45517,1;1;1
315761,1;1;6
766419,1;3;1
700888,2;1;1
1126886,4;2;1
1126887,4;3;1
1126913,1;1;1
864775,3;4;1
963093,1;1;2
1290775,1;1;2
1290777,2;1;1
1290780,1;1;1
1225249,1;1;1
176677,4;1;1
176679,4;1;1
824231,1;1;1
78393,1;6;6
1242134,1;1;1
1290813,1;1;1
275393,1;1;1
2002652,1;1;1
78407,1;6;6
1290827,1;3;1
145549,1;1;1
78419,1;6;6
78428,1;6;6
1127010,2;1;1
78435,4;1;1
1290853,1;1;2
1290857,1;1;1
952423,4;3;2
78446,4;1;1
2006461,1;1;1
1121726,1;1;1
176762,1;1;3
176764,1;1;3
995968,4;4;4
995973,4;4;4
995974,4;6;4
995975,4;6;4
995976,4;4;4
1225357,1;1;1
1225369,1;1;1
74628,1;1;1
176795,1;6;1
176797,1;1;1
176800,1;6;1
1225379,1;1;1
1290917,2;2;4
859151,4;4;4
1290921,1;1;3
1290922,1;1;3
1127084,1;2;1
1127091,1;1;1
1225396,1;1;1
45749,4;3;2;2;2
45753,4;3;2;3;3
45756,4;3;2;2;1
45757,4;3;2;3;1
84085,1;1;1
176834,1;6;1
78535,1;1;1
897739,1;1;1;2;1
45773,1;2;1
1299969,1;1;1
897752,1;1;1
1290149,1;1;1
78555,1;1;1
897759,1;1;1
897761,1;1;3
952443,1;1;1
865062,4;4;4
78568,1;1;1
45805,6;2;1
78580,4;4;4
176887,1;1;2
78587,4;4;4
2006485,1;1;1
45839,1;1;1
1272092,1;1;1
242454,2;1;1
45853,1;1;1
144158,1;1;2
1274672,1;1;1
78626,1;1;1
144166,1;1;1
865064,4;4;4
865065,4;4;4
996140,4;4;4
176942,4;4;1
1274675,1;1;1
1127221,1;3;1
242487,2;1;1
996153,4;4;4
865082,4;3;4
865083,4;3;4
144199,1;1;1
996168,4;4;4
1323850,1;1;1
1323851,1;1;1
1323852,1;1;1
952461,4;3;2
176978,4;2;1
1127262,3;4;1
144225,1;1;1
144227,6;1;1
67729,1;1;4
144232,1;1;1
177002,1;1;1;1;1
144235,1;1;1
144236,1;1;1
144237,1;1;1
897909,1;1;6
144246,1;1;1
144247,6;1;1
144252,1;1;1
897918,1;1;1
897922,1;1;1
144259,1;1;1
897924,1;1;1
897930,1;1;1
144268,1;6;1
144269,1;1;1
897934,1;1;1
1127311,1;1;1
1127312,1;1;1
1127315,3;2;1
1127322,1;1;1
1127325,1;1;1
766881,1;1;1
226118,1;1;1
275372,1;1;1
242606,2;1;1
242607,2;1;1
275376,1;1;1
144306,1;1;1
144308,1;1;1
177078,1;1;1
78785,4;2;1
177095,1;1;1
177097,1;1;6
144330,1;6;1
144331,1;1;1
1127373,3;2;3
78803,1;1;1
78805,4;4;4
78806,4;4;4
177115,1;1;1
898012,1;3;1
1094627,1;1;1
144360,1;1;2
78825,1;4;3
144363,1;1;2
177134,1;1;1
1094663,1;1;2
78856,2;5;1;3;2
78857,2;2;3;1;2
144397,4;1;1
1094672,1;1;1
275476,4;5;4;4;4
275478,4;4;4;4;4
1127448,1;1;1
2006532,1;1;1
177178,1;1;1
78876,4;3;2
78878,4;3;2
1127455,1;2;1
242722,2;1;1
242723,1;1;1
242724,2;1;1
78885,4;2;1
892423,1;1;1
1127469,1;1;2
1094704,3;1;4
1127473,1;1;2
1094709,3;1;4
1291323,1;1;2
2006539,1;1;1
144457,1;1;1
275531,2;2;2
46157,4;4;4
144465,1;1;1
242531,2;1;1
78932,2;1;1
898133,1;1;1
898135,1;1;1
898136,1;1;1
78937,1;1;1
144475,1;1;1
57185,2;1;1
111712,4;4;1
144481,1;1;1
1258595,1;1;1
996453,4;4;4
242790,1;1;1
176999,1;1;1
996463,4;4;4
996465,4;4;4
1291381,1;1;1
29545,1;1;1
78970,1;1;1
1258620,1;6;1
242813,1;1;1
898179,1;3;1
1127561,4;1;1
1127565,3;1;1
275602,1;2;1
275607,1;1;1
144541,1;1;1
177311,1;1;1;1;1
177313,1;1;3
177314,1;1;3
1127593,1;1;1
177325,1;1;1
242863,1;1;1
177328,1;1;1
177330,1;1;1
144563,1;1;1
144566,3;3;1
144567,1;1;1
1127608,2;1;1
242875,1;1;3
46271,4;1;2
275648,1;1;1
275649,1;1;1
1127618,1;1;1
275651,1;1;1
275652,1;1;1
275661,1;1;1
1127633,1;1;1
1127637,1;1;1
144599,1;1;2
144600,1;1;1
996571,1;3;1
996576,1;3;5
177377,1;1;1
79074,1;2;1
177381,1;1;1
275694,1;2;1
1127663,1;3;1
46320,4;1;4
46321,1;1;3
46322,2;1;2
275700,1;1;1
111862,1;1;1
177399,2;1;1
111867,1;1;1
898303,3;1;1
242945,1;1;1
111875,1;6;6
242948,1;1;1
242949,1;1;1
46342,6;6;3
144648,1;1;3
144649,1;1;3
242955,1;1;1
144652,1;4;2
242964,1;1;1
177430,1;1;1
1291543,1;1;2
1291544,1;1;2
162013,2;1;1
1258778,1;1;1
177439,3;1;1
1291553,2;1;2
275746,1;1;1
275747,1;1;1
177444,1;1;1
177446,1;1;1
996647,1;3;1
996648,1;3;1
996649,1;3;1
144683,1;1;1
144685,1;1;1
275758,2;1;2
275759,2;1;1
1094964,2;2;2
1094965,1;1;1
177465,4;1;2
275770,1;1;1
275771,1;1;1
996669,3;1;2
996670,1;1;2
144706,1;1;1
1291587,1;6;2
144708,1;1;1
177477,1;1;1
1291590,1;1;1
963913,1;1;1
1291595,1;1;2
1291596,1;1;2
243022,1;1;1
1241997,1;1;2
243025,1;1;1
144723,4;4;1
275342,1;3;1
243032,1;1;1
1291609,1;1;4
243034,1;1;1
129208,1;1;1
1291616,4;4;1
1291617,1;1;1
144742,1;1;1
243049,1;1;1
433725,4;4;4
996724,3;4;1
996725,3;4;1
144759,1;2;1
144760,1;2;1
684948,1;1;1
1095034,1;1;1
243070,1;1;1
144485,1;1;1
1258880,1;6;5
1095041,1;1;1
1095043,1;6;1
1056321,1;1;1
144776,1;1;1
1291657,1;1;1
1291658,4;4;1
144779,2;1;2
1291661,1;1;1
1291662,1;1;6
1258895,1;1;1
1291666,1;1;1
275860,1;3;1
1258901,1;1;1
1258902,1;1;1
728644,4;4;6
881562,1;4;4
1258911,1;6;1
898466,1;1;1
996772,4;4;4
79270,2;1;1
996775,1;1;1
1258920,3;1;1;1;2
79273,1;1;1
996778,4;4;4
996780,1;1;1
79277,1;1;1
79278,1;1;1
144815,2;1;2
243120,1;1;1
18675,6;1;1
46517,4;1;4
243130,1;1;1
243139,1;2;1
84214,1;1;1
46535,1;4;4
243157,1;1;1
243158,2;1;2
177624,1;1;1
144858,1;1;1
177629,1;1;1
1127903,1;1;1
243168,2;1;1
144866,1;2;1
144867,1;2;1
46564,1;4;4
1258983,1;1;1
243180,1;1;3
1056338,1;1;2
1095151,2;1;1
1095153,3;1;1
243194,2;1;1
144892,1;1;1
177664,1;1;1
144898,1;1;1
1259011,2;1;2
575745,1;1;1
177674,1;1;1
177677,1;1;1
1095182,6;2;1
1296643,1;1;1
144917,1;1;1
1095191,4;4;2
1095192,4;4;2
144934,1;1;1
1029671,4;1;1
144937,1;1;1
30046,1;1;2;1;1;1
144940,1;1;1
243245,1;1;2
243246,1;1;2
243247,1;1;2
243249,1;1;1
1029687,1;4;4
144955,1;1;1
1259068,1;1;1
144960,1;1;1
144964,1;2;1
144968,1;1;1
1259081,1;1;1
144977,1;1;1
46677,1;1;1
243287,2;2;1
1259100,2;1;3
1259101,2;1;2
144991,4;1;1
898657,3;4;4
898660,4;4;1
898661,1;4;1
898662,6;4;6
144999,1;1;1
898664,1;1;1
243305,1;1;2
145003,1;1;1
243308,1;1;3
145007,1;1;1
145009,1;1;1
145010,1;1;1
145015,4;4;4
145016,1;1;1
1095301,1;1;1
243334,1;2;1
898695,5;4;4
243336,1;2;1
898697,4;4;1
1259146,2;2;1
145035,1;1;1
243340,1;1;1
177809,1;2;1
177811,1;3;1
145044,4;4;4
145045,1;1;1
1259162,1;2;1
1259164,1;2;1
145055,4;4;4
1095339,1;1;1
145069,2;1;1
145070,2;1;1
1259183,1;1;1
1259184,1;1;1
145073,2;1;1
145074,2;1;1
1259189,1;1;1
964281,1;1;2;1;1
1272724,4;4;4
995577,4;4;2
1094602,1;1;1
243406,6;1;3
291789,1;3;2
243410,1;1;1
145107,1;1;1
1259223,1;1;1
1259224,1;1;1
177883,1;2;1
145120,1;1;1
145124,1;1;1
243429,2;2;3
1259241,1;1;1
145130,2;4;4
1259243,1;1;1
1259246,1;1;1
1259247,1;1;1
1259250,1;1;1
243444,1;1;1
1247630,4;1;4
1259260,1;1;1
739626,1;1;1
145151,2;4;4
145152,2;4;4
1259265,3;1;1;1;1
1259266,3;1;3;1;1
145155,4;4;4
145156,4;4;4
177926,1;1;1
1187457,1;4;1
177928,1;2;1
177929,1;1;1
1259274,3;2;2;2;3
243468,1;1;1
145166,4;4;4
1259279,1;1;1
145168,2;4;4
46866,4;3;4
177941,1;1;1
291801,1;1;2
46872,4;3;4
46873,4;3;4
46874,4;3;4
145179,4;3;1
145182,4;4;2
433797,1;1;1
46880,3;3;4
177953,1;1;1
145187,4;4;4
145188,1;1;1
1259303,1;1;1
1259304,1;1;1
276526,1;1;1
1128237,1;2;3
1128246,1;2;4
1078507,4;4;3
177980,1;1;1
1269386,1;2;2
1259326,1;1;1
177983,1;3;1
177984,1;3;1
177986,1;1;3
177993,1;1;1
177994,1;1;1
1259340,1;1;1
685026,1;1;1
1259343,1;1;1
1259344,1;1;1
46934,1;1;2
1128280,1;2;4
898909,1;1;1
46942,1;1;1
145247,4;4;4
145248,2;4;4
145249,4;4;4
881638,4;4;3
1259368,1;3;2
276330,1;1;1
276331,2;1;1
276332,1;1;1
46957,1;1;1
276334,3;3;2
1259376,2;1;2
898930,1;1;1
276339,1;1;1
276341,3;3;2
178044,1;1;1
145277,1;1;1
276350,1;1;1
178051,1;1;1
145285,1;1;1
46982,1;1;1
145289,1;1;1
46989,1;1;1
145294,1;1;3
2001606,1;1;4
178066,4;1;1
931731,2;1;2
178068,4;1;1
178069,3;1;1
145594,1;1;1
243608,1;1;1
1361113,4;1;1
243611,1;1;1
243613,1;1;1
1188715,1;1;1
931759,2;1;1
931760,4;4;4
931761,4;4;4
47027,1;1;1
874470,1;1;1
47036,4;1;4
145345,1;6;1
145359,4;1;4
243668,1;1;1
735189,2;1;1
47063,1;1;1
1030104,3;2;3;1;4
735193,1;1;1
931802,1;1;1
47067,4;1;4
276445,1;1;1
243678,1;1;1
1030111,3;1;3;1;2
243684,2;1;1
243687,2;1;1
178152,1;1;5
952658,4;4;2
47089,4;3;3
145394,1;1;1
47101,4;2;4
145408,1;1;1
178182,1;1;1
2001610,1;1;2
145417,1;1;1
735242,1;1;1
899084,1;1;6
1259535,3;2;1
145426,1;2;2
178196,1;1;1
899093,1;1;5
145433,1;1;1
1259547,6;1;6
899102,1;1;5
899103,1;3;2
899107,1;4;1
1259556,1;1;2
899109,1;1;1
145446,1;1;1
1105585,1;1;1
276520,1;1;1
276521,2;1;1
276523,1;1;1
243756,1;4;2
243758,1;4;1
243759,1;4;1
243760,1;4;1
243761,1;3;6
899122,1;3;1
145459,1;1;1
833589,2;1;1
34304,2;2;1
178231,4;2;2
243768,1;3;1
772447,1;3;1
243775,1;2;1
145472,1;2;1
833601,1;1;1
243778,1;2;1
243779,1;2;1
1131819,1;1;1
931919,1;1;1
145490,1;2;1
145493,1;1;1
47192,1;1;1
145497,1;1;1
243802,2;1;1
47195,1;2;1
735325,1;1;1;2;1
243807,1;2;1
145508,1;1;1
145514,4;2;1
145515,1;3;3
833648,1;1;1
227436,1;1;1
833650,1;1;1
1259641,4;4;3
276603,1;1;2
276604,1;1;3
276605,1;1;1
276606,1;1;1
422933,1;2;1
899204,1;3;1
145541,1;1;1
145542,1;1;1
532161,1;1;1
422935,1;2;1
1105602,1;1;1
145551,1;1;1
145554,3;2;1
145555,2;5;2
145557,3;2;1
735382,1;1;1
145559,1;1;1
833690,4;4;4
276635,2;1;1
178336,1;1;1
1247600,4;4;4
145571,1;1;1
1259686,1;2;2
145576,2;3;1
833707,4;4;4
833709,4;4;4
735406,1;1;1;2;1
947229,2;1;2
735408,2;1;1
276657,1;2;1
178357,1;1;1
735414,2;1;1
178361,1;2;1
243898,1;1;1
46111,4;4;4
178364,1;2;1
243912,1;1;1
859852,2;3;1
243915,1;1;1
1187533,1;2;1
47313,1;2;1
276697,1;1;1
1358043,1;1;2
276710,1;1;1
532177,1;1;1
1301112,1;1;2
1259757,1;1;1
1358064,4;4;6
422952,1;1;1
47348,6;1;1
276725,3;1;1
243958,1;1;1
243960,1;2;1
243961,1;1;1
276730,1;1;1
1358076,4;4;6
1259779,1;1;1
276740,1;1;1
276741,1;1;2
276743,1;1;1
145678,1;1;1
243990,1;1;1
243991,2;1;1
243992,1;1;1
685103,1;4;1
422961,4;4;4
145704,3;5;2
145709,3;4;2
1242163,1;1;1
276789,1;1;1
178486,5;2;3
1247625,1;1;4
145720,2;2;2
244026,1;1;1
532191,1;1;1
145727,1;1;2
310369,4;3;2
145739,1;1;1
244050,1;1;1
739726,1;1;2
833883,4;1;1
833886,4;1;1
309600,6;6;6
244067,1;1;1
309604,6;6;6
244070,1;1;1
145767,1;1;1
145768,1;1;1
532199,1;1;1
1281476,2;4;4
145774,1;1;1
244088,1;1;1
244092,1;1;1
244093,1;1;1
145793,3;4;1
145794,3;4;1
244100,1;1;1
244102,1;1;1
244104,1;1;1
244106,1;1;1
145807,1;3;1
145809,1;3;1
145810,1;2;1
62531,1;1;2
244117,1;2;1
244119,1;1;1
244120,1;1;1
62532,1;1;2
145818,4;1;1
145827,1;3;1
244139,1;1;1
289464,1;1;1
244148,1;1;1
1259962,1;4;1
145854,4;2;1
932287,4;4;4
244161,1;2;2
47561,4;1;4
47565,4;1;4
276942,4;1;2
1227218,1;1;2
47577,4;1;3
1260017,1;4;1
1260019,1;4;1
47605,1;1;1
723295,1;1;1
932359,5;2;1
1285890,1;1;1
178710,1;1;1
244249,1;1;1
244250,2;2;1
1242202,1;1;1
1260067,6;6;6
178726,3;4;4
244263,1;3;1
932392,5;2;1
532231,1;1;1
1260077,2;2;1
244271,1;3;1
899634,1;1;1
1260083,1;1;3
275551,4;4;4
2006794,1;1;1
1260099,4;4;4
1260103,1;1;1
685154,1;1;2
178769,1;1;1
1260121,4;4;4
244315,1;1;1
178781,3;4;4
244319,1;1;1
57104,1;1;1
47716,2;1;1
275558,1;1;1
178791,1;1;1
1278211,1;1;1
244329,1;1;1
932458,1;4;4
178797,1;1;1
178798,1;1;1
47727,1;1;2
34323,1;1;1
244337,1;1;1
1260147,1;2;2
1260148,1;2;1
1325688,1;1;1
1227393,1;1;1
1325702,1;2;3
1227399,1;1;1
178826,6;1;1
178834,6;1;3
80533,1;1;3
834198,4;4;4
80535,1;1;1
178841,1;1;1
1260191,1;1;1
1325728,1;1;1
834209,1;1;1
899747,1;1;1
1260196,1;1;1
1260197,1;1;1
1260199,1;1;1
899752,1;1;1
899754,4;1;1
1227436,1;1;1
834222,4;4;4
899762,1;1;1
244405,1;1;6
899766,3;1;1
899769,1;1;1
178875,6;2;1
899772,1;1;1
899773,1;1;1
899779,1;1;2
899780,1;1;1
1260230,4;4;4
244423,1;1;1
899784,1;1;5
1260233,1;1;1
244427,1;1;1
1260239,1;4;4
178896,2;4;1
178898,1;1;1
244435,1;1;2
39782,1;1;1
244438,1;1;1
899801,1;1;1
281039,1;1;1
80604,1;1;1
144506,1;1;1
178912,1;1;1
1260259,3;4;1
47844,1;1;1
47846,1;1;1
47847,1;1;1
242812,1;1;1
47851,1;1;1
899826,2;3;1
417314,1;1;1
178936,2;1;1
80638,1;1;1
80640,2;1;1
80641,2;1;1
178946,2;1;1
834307,1;1;1
47876,4;4;4
80645,1;1;1
80646,1;1;1
685185,1;1;1
47883,2;4;1
1209474,1;1;1
80654,1;2;1
899855,1;1;1
47888,4;4;4
575529,4;2;4
47895,4;4;4
899865,1;1;1
899866,1;1;1
47899,2;4;1
899868,1;1;1
899869,1;1;1
899871,4;1;2
80672,1;2;1
244513,4;2;4
899874,1;1;1
887259,1;1;6
1242246,1;1;1
244518,4;2;4
47912,1;1;1
1078407,3;3;3
47918,1;1;1
47919,1;1;1
899889,3;1;1
21705,1;1;1
179005,1;1;1
179006,1;1;1
244543,1;1;1
899908,1;1;1
899909,1;1;1
899910,1;1;1
899914,1;1;1
899915,3;4;1
899916,1;1;1
899918,1;1;1
1078414,2;4;3
899926,1;1;2
899929,1;2;1
899930,1;2;1
899931,1;1;2
899933,1;1;2
57147,1;1;1
899943,1;1;1
899944,1;1;1
899952,1;1;1
244596,2;1;1
899958,1;1;2
47992,4;1;4
899961,1;1;1
47994,4;1;4
899964,1;1;5
1260414,1;3;1
1260416,1;3;1
1260417,4;4;4
244612,2;1;1
244613,1;1;1
1260427,2;1;1
1293200,6;1;6
1293201,6;1;6
1293202,6;1;6
62619,6;1;1
1269574,2;1;1
244647,1;2;2
244648,1;1;1
1260464,1;2;3
244658,2;1;1
1260471,1;2;1
179129,1;1;1
1358778,3;1;2;3;2
244669,1;1;1
723445,1;3;4
976875,1;2;2
244680,1;1;1
244681,1;6;1
1362423,1;1;1
244685,1;1;1
881828,2;1;2
244702,1;1;1
244704,1;1;1
244706,2;2;1
244712,1;1;1
244714,1;1;1
244716,1;2;2
80880,1;1;1
244722,1;2;2
80883,1;1;1
423082,1;1;1
277503,1;2;1
1129831,1;1;1
80902,1;1;1
244743,1;1;1
244747,1;1;1
244750,1;1;1
244753,1;1;1
244756,1;1;1
2001413,1;1;1
242864,1;1;1
179241,1;1;1
179242,1;1;1
2006010,1;2;2
179258,1;1;1
1293372,6;1;6
703552,4;2;4
1358913,1;1;1
80962,1;1;1
179267,1;1;1
1293380,6;1;1
80967,1;1;1
900169,2;1;1
179274,1;1;1
179276,1;3;1
179279,1;2;1
242872,1;1;3
703571,4;4;4
1260628,1;1;1
1260631,1;1;1
1251839,1;1;1
1260638,1;1;1
310368,4;3;2
1260641,1;1;1
292027,1;1;1
80996,1;1;1
1260645,1;1;1
244840,1;1;1
62652,4;1;1
244845,1;1;1
1358963,2;3;1
1358964,1;1;1
244853,1;1;1
244854,1;1;1
179321,1;1;1
1291455,1;6;1
179325,1;1;1
1358974,1;1;1
1362453,1;1;1
900224,1;2;1
144576,1;1;1
179333,1;1;1
900230,6;1;1
900231,1;1;1
900232,1;1;1
900233,6;1;1
900234,1;1;1
1282609,1;3;4
900240,1;2;1
900242,1;1;1
1064083,3;3;1
244889,1;1;1
244890,1;1;1
1064093,4;3;1
779606,1;1;3
81057,1;3;1
1260709,1;1;1
1124381,1;1;1
1359022,1;1;1
1293494,2;1;1
1359033,1;1;1
435025,1;3;3
1260743,2;1;1
1359048,6;2;1
1293514,2;1;1
146635,1;1;1
244943,1;1;1
1359058,1;5;2
244949,1;1;1
277718,1;1;1
81114,3;1;4
81115,4;4;4
81116,4;4;4
81117,3;1;1
277727,6;1;6
277728,1;4;1
277729,4;4;2
277731,6;4;1
277732,1;2;4
244965,2;1;2
277736,1;6;1
1260777,4;4;4
277738,1;1;1
277740,1;1;1
277741,4;4;3
1064175,1;1;1
1064176,1;1;1
244979,2;1;2
281129,1;1;1
212216,1;1;1
1359101,1;1;1
179456,1;3;1
1260807,1;1;1
1260808,1;4;4
1064203,1;1;1
1359116,1;1;1
1359119,1;1;1
1293585,1;1;1
1293588,6;1;1
245015,1;1;2
1293595,6;1;6
1129758,1;1;1
245024,1;1;1
81185,4;1;4
245028,1;1;1
1064230,2;2;5
1359147,1;1;1
1129775,2;1;1
63807,1;1;1
1129778,1;1;1
343347,1;1;1
245044,1;1;1
1275102,1;1;1
245047,1;1;1
245048,1;1;1
343358,1;2;1
343359,1;1;1
343360,1;1;1
1293634,2;1;1
310596,1;1;1
1127649,1;4;1
1129800,1;1;1
1260874,3;3;1
179531,4;4;4
1293645,1;1;1
1293646,1;1;1
179536,1;1;1
179538,1;1;1
245075,2;1;1
179541,1;1;1
1359195,1;1;1
1293661,1;1;1
245087,1;1;1
1129826,1;1;1
1293668,6;1;1
1260901,1;2;1
245094,2;1;3
245095,2;1;3
1260910,2;1;1
1129839,2;1;1
1260913,1;2;1
1129842,1;1;1
245109,1;1;1
245110,1;1;1
245111,1;1;2
245112,2;1;3
1260921,1;6;1
81274,3;4;4
245115,1;1;1
1359229,1;1;1
179582,1;1;1
245119,1;1;1
245121,1;1;1
1293698,3;4;3
277891,1;1;6
245124,1;1;1
245125,1;1;1
81288,2;1;1
165285,1;1;1
1129867,1;1;1
179597,1;1;2
81294,4;4;4
245135,1;1;1
277906,3;2;1
245139,1;1;1
111854,2;2;1
310679,1;1;1
1129880,1;1;1
179612,1;1;1
1359264,1;1;1
1129890,1;1;1
1129892,1;1;1
81320,1;1;1
1129898,1;1;1
310699,1;1;1
1260973,4;4;4
179633,1;1;1
245170,1;1;1
81331,1;1;1
245173,1;1;1
81334,1;1;1
245175,1;2;1
1129912,1;1;1
1129914,1;1;1
245179,1;6;6
900541,1;1;1
1275125,1;1;1
245190,1;1;1
1129930,1;1;1
245196,4;1;3
245197,1;1;1
179662,4;2;4
245199,1;1;1
1359315,4;4;3
245204,1;1;1
245206,1;1;2
1129950,1;1;1
277994,1;2;5
245227,2;3;1
245228,1;1;1
245229,6;1;3
245237,1;1;1
179703,1;2;1
179705,2;4;1
179707,2;4;1
179708,2;3;2
245248,1;1;1
245249,1;1;1
245250,2;1;1
1359363,1;1;1
179718,1;6;1
1144065,6;1;1
417708,1;1;2
245259,1;1;1
245260,1;1;1
1261074,1;2;4
685315,1;1;1
278040,1;1;1
245274,1;1;1
1359387,1;6;1
278045,2;1;1
245279,1;1;1
179745,1;1;1
179747,3;4;2
179749,3;4;2
179750,1;1;1
1261095,2;1;1
179752,1;1;1
791599,3;2;1
278059,1;1;4
179756,1;1;1
278063,1;1;1
1293873,1;1;1
1261109,1;1;1
1261110,1;1;1
179767,1;1;1
245305,1;1;1
179772,3;4;2
1293891,1;1;1
245320,1;1;1
177420,1;1;1
179790,1;1;1
245331,1;1;1
245333,1;1;1
900694,1;1;1;1;1
245338,1;1;1
1359452,1;1;1
1261150,1;1;1
1261152,1;2;2
685328,1;1;1
1261154,1;2;2
1309672,3;1;1
179819,1;1;1
179820,1;1;1
1097326,1;1;1
900719,1;1;1;1;1
45497,1;1;1
1130100,3;3;1
1021830,4;3;4
1359481,1;1;1
245372,1;1;3
1359486,1;1;1
1359487,1;1;1
278147,1;1;1
900746,3;2;2
144663,6;1;1
75821,1;1;1
1293968,1;1;1
1209624,2;1;1
46361,1;1;3
245400,1;6;6
245401,1;6;6
1130138,1;2;1
245403,1;1;1
1293985,1;2;3
179881,1;4;1
1293996,1;1;1
1293998,1;1;1
1359538,1;6;1
212663,1;2;1
1294015,1;1;1
1294018,1;1;1
1127713,1;1;1
1264247,1;6;1
1294034,1;1;1
62755,2;1;1
179926,4;2;6
2001529,1;1;1
179929,1;4;1
1359580,1;1;3
2001530,1;1;1
1359585,1;1;3
179951,4;2;6
179953,1;1;1
179958,4;1;6
179959,4;1;6
1130233,3;3;1
1264255,2;1;1
311048,1;1;1
16143,1;1;1
1294096,1;1;1
179985,1;1;1
1359639,1;1;1
1294112,1;1;1
1359651,1;1;1
180004,1;1;1
1294117,1;1;1
1294123,1;1;1
685363,1;1;1
242996,1;1;1
1078581,2;2;6
1294145,1;1;1
1294146,1;1;1
1247883,4;4;4
180036,1;1;1
1209654,1;1;1
1294154,1;1;1
180043,1;1;1
1359694,6;2;1
30008,2;3;2
881977,2;1;2
1294170,1;1;1
1133199,1;1;2
30010,2;3;2
16223,1;1;1
1359713,1;1;1
754511,1;1;1
1242427,1;1;1
1294182,1;1;1
180072,1;1;1
16234,1;1;1
882390,1;1;1
16239,1;2;2
1294193,1;1;1
180082,1;1;1
1294199,1;1;1
1242247,1;1;1
947520,5;3;1
2006465,4;4;4
685377,1;1;1
769930,1;1;1
901003,3;2;2
180113,1;6;6
243012,1;1;1
1294237,1;1;1
685381,1;1;1
745456,1;1;1
1294244,1;1;2
180136,1;1;1
311211,1;1;1
1294252,1;1;1
434163,1;1;1
243017,1;1;1
1294267,1;1;1
947530,6;4;1
1294271,1;1;2
1294275,1;1;1
1335286,1;2;1
243020,1;1;1
16336,4;1;1
901076,4;2;4
770005,1;4;1
1269754,1;1;1
1294302,1;1;1
1294305,1;1;1
1294307,1;1;1
1359845,1;1;1
81895,1;1;1
81896,1;1;1
1294315,1;1;1
1294316,1;2;1
84649,4;4;1
901113,1;1;1
81917,1;1;1
1294339,1;1;1
1294340,1;1;1
62740,1;1;6
1359882,1;1;1
180235,1;1;1
144575,1;1;1
180240,1;1;1
1294353,1;1;1
1294354,1;1;1
81941,1;1;1
1359894,1;1;1
243033,1;1;1
180249,1;1;1
1294362,1;1;1
180259,1;1;2
1130536,1;1;1
1294377,1;1;1
1285898,1;1;6
16427,1;1;1
540716,1;1;1
1294383,1;1;1
1359922,3;1;5
1078622,1;1;1
81975,1;1;3
770105,1;2;1
770106,1;2;1
901179,6;4;4
901182,1;6;6
19125,1;1;1
901188,1;1;1
1097803,1;1;1
1097804,1;1;1
213072,1;1;2
1294417,4;4;3
82006,4;4;4
82010,4;4;1
82016,3;1;2
1359972,1;2;1
901221,1;1;1
1294441,1;1;3
1242472,1;6;1
756414,1;1;1
180344,1;1;1
180345,5;1;1
1294458,1;1;1
2001599,4;4;4
82044,1;4;4
180349,5;2;1
901248,1;1;1
1097863,2;1;1
1097864,2;6;6
901257,1;1;1
901260,1;1;1
82072,1;1;2
82078,1;1;1
920261,4;4;3
145671,1;1;1
180385,1;3;3
1294498,1;1;2
180388,1;3;3
1097893,1;3;1
1097894,1;3;1
16551,1;1;1
1294504,1;1;1
84679,1;1;1
16556,1;1;2
16557,1;1;1
770225,1;1;1
1105950,1;1;1
180406,1;3;3
180407,1;3;3
901309,1;1;1
901310,1;1;1
82115,4;4;4
16580,4;2;1
292214,1;6;1
1351713,1;1;1
30071,4;4;4
1054584,1;2;1
1294546,1;1;1
1294547,1;1;1
770263,1;1;1
1327320,1;1;6
1294554,1;1;1
1327323,1;2;6
770269,1;1;1
1327327,1;1;1
770273,1;1;1
30075,4;4;4
770282,1;1;1
1327344,1;1;1
278771,6;1;6
278772,1;4;1
278773,4;4;2
278775,6;4;1
278776,1;2;4
682510,2;2;1
278780,1;6;1
278783,1;1;1
278784,4;6;3
901383,1;1;1
1351724,1;1;1
82186,3;1;1
1294607,1;1;1
1098002,1;1;1
1098003,1;1;1
1098004,1;1;1
770325,1;1;1
1242500,2;1;1
1261852,1;1;1
770333,1;1;1
1242501,2;1;1
1261858,1;1;1
770343,1;1;1
770344,1;1;1
2780,1;2;1;1;1;1
311599,1;1;4
180528,4;4;1
82225,1;1;2
180536,4;4;1
920287,4;4;3
144778,2;1;2
756448,1;1;1
770371,2;1;1
770374,1;1;1
1247969,1;1;3;4;4
180561,1;1;1
180563,1;1;1
1130837,1;2;1
278874,3;2;2
180572,1;1;2
151133,1;1;1
82276,1;1;3
1130853,1;4;1
39610,1;1;1
770413,1;1;2
770418,1;1;1
909374,1;2;1
2003195,1;1;1
82298,5;4;3
909377,6;2;6
1065358,2;1;4
1073220,4;4;4
30106,4;4;4
180642,1;1;1
180645,4;4;4
30109,4;4;4
180657,4;4;4
180658,4;4;4
180659,1;2;1
737723,2;1;1
909386,1;1;6
901572,4;4;4
311758,2;1;2
311759,2;1;2
737750,1;1;1
737752,1;1;2
1286223,1;1;1
737756,1;1;2
82399,1;1;4
